objectid,title,artist,date,description,building,floorroom,location,formatoriginal,dimensions,type,format,value,donor,condition,number,old_objectid,filename,Missing?,display_template,object_location,image_small,image_thumb
campusart393,Untitled by Arnold Westerlund [2],Arnold Westerlund (possibly?),,Print depicting two nude males. Framed using a white matte.,Prichard Gallery,,Prichard Gallery,print,"10.75"" x 8.75"" wood frame, 5"" x 4"" image",image;stillimage,image/jpg,,,good,598,194782,194782.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194782.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194782_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194782_th.jpg
campusart394,Ceramic vase by Bobbie Bodine,Bobbie Bodine,1974,"Stoneware vase with parallel grooves and a dark finish. ""UI Grad Student"" is written on the bottom of the vase.",Prichard Gallery,,Prichard Gallery,stoneware,"8.5"" x 6"" x 6""",image;stillimage,image/jpg,50,Estate of Shirley Caldwell,good,599,194783,194783.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194783.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194783_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194783_th.jpg
campusart395,Ceramic vase by Eric Bander,Eric Bander,1973,Stoneware vase that is bottle-shaped with an under-fired glaze and without much reduction during firing.,Prichard Gallery,,Prichard Gallery,stoneware,"11"" x 6.5"" x 6.5""",image;stillimage,image/jpg,50,Estate of Shirley Caldwell,good,600,194784,194784.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194784.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194784_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194784_th.jpg
campusart396,Handmade Ceramic Pitcher,Paula Wood,1985,"Handmade porcelain pitcher that has been glazed and reduction fired. Acquired from Lewiston, Idaho.",Prichard Gallery,,Prichard Gallery,porcelain,"8.5"" x 7"" x 5""",image;stillimage,image/jpg,25,Estate of Shirley Caldwell,good,601,194785,194785.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194785.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194785_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194785_th.jpg
campusart397,Pitcher [2],Pittsfield Potters,,Earthenware pitcher that has been glazed. This pitcher was made in Vermont.,Prichard Gallery,,Prichard Gallery,earthenware,"6"" x 5"" x 4""",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,602,194786,194786.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194786.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194786_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194786_th.jpg
campusart398,Pitcher [1],Kennedy,,Stoneware pitcher that has been glazed and reduction fired.,Prichard Gallery,,Prichard Gallery,stoneware,"5.5"" x 5.5"" x 4""",image;stillimage,image/jpg,25,Estate of Shirley Caldwell,good,603,194787,194787.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194787.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194787_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194787_th.jpg
campusart399,The Canal Bridge,Laurence Stephen Lowry,1949,Painting of people walking across a bridge spanning over a canal in an industrial landscape.,Prichard Gallery,,Prichard Gallery,watercolor,"13.5"" x 17.5"" blue frame",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,604,194788,194788.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194788.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194788_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194788_th.jpg
campusart400,Kennard House,Schlaebitz,1896,"Ink drawing of a two story house with a picket fence, sidewalk, and several trees. Framed using green mattes.",Prichard Gallery,,Prichard Gallery,ink drawing,"12"" x 15""",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,605,194789,194789.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194789.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194789_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194789_th.jpg
campusart401,Aquarius VII,JoAnn Savage,1970,Lithograph using linoleum with hand applied gold leaf. Framed using a peach matte.,Prichard Gallery,,Prichard Gallery,lithograph,"9.5"" x 11.25"" white wood frame",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,606,194790,194790.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194790.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194790_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194790_th.jpg
campusart402,Untitled by Ann Curtis,Ann Curtis,1968,Lithograph of abstract geometric forms using squares and rectangles. Framed using a blue matte.,Prichard Gallery,,Prichard Gallery,lithograph,"22"" x 16"" gold frame",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,607,194791,194791.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194791.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194791_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194791_th.jpg
campusart403,Lilies,Angie Kenton,1972,Conte depicting  four lilies with the sun in the background. Framed using a yellow matte.,Prichard Gallery,,Prichard Gallery,"conte crayon, colored pencil","23.25"" x 20.25"" silver frame",image;stillimage,image/jpg,100,Estate of Shirley Caldwell,good,608,194792,194792.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194792.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194792_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194792_th.jpg
campusart404,Snow Over the Tracks,Jed Davis,1982,Painting of snow covered railroad tracks in a snowy landscape of rolling hills and barren bushes. Framed using a brown matte.,Prichard Gallery,,Prichard Gallery,watercolor,"24"" x 30"" brown frame",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,609,194793,194793.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194793.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194793_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194793_th.jpg
campusart405,Snow Drifts,Jed Davis,1982,Painting showing a snow covered landscape with stands of barren bushes and tracks visible. Framed using a brown matte.,Prichard Gallery,,Prichard Gallery,watercolor,"24"" x 30"" brown frame",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,610,194794,194794.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194794.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194794_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194794_th.jpg
campusart406,Curious Calves,Shawn Skigekawa,1991,"Lithograph of four cows in a field bordered framed with a red and cream matte. Housed in Maui, Hawaii.",Prichard Gallery,,Prichard Gallery,lithograph,"16.5"" x 23"" gold bronze frame",image;stillimage,image/jpg,200,Estate of Shirley Caldwell,good,611,194795,194795.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194795.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194795_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194795_th.jpg
campusart407,Goldfish,Linda Wallace,,"Painting of a tulip filled vase on a reflective surface next to a container of fish food, a square glass container, and a goldfish in a bag filled with water.",Prichard Gallery,,Prichard Gallery,watercolor,"26"" x 34"" gold frame",image;stillimage,image/jpg,400,Estate of Shirley Caldwell,good,612,194796,194796.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194796.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194796_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194796_th.jpg
campusart408,Hawkins,Gifford Pierce,1981,Painting of abstract geometric shapes interacting in patterns based on circles and triangles.,Prichard Gallery,,Prichard Gallery,acrylic painting,"48"" x 48""",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,613,194797,194797.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194797.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194797_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194797_th.jpg
campusart409,Windows and Doors,Terry Gilliam,1982,Painting of abstracted doors and windows painted in shades of red and orange.,Prichard Gallery,,Prichard Gallery,oil painting,"52"" x 39.5"" framed with wood strips",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,614,194798,194798.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194798.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194798_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194798_th.jpg
campusart410,Chinese Painting on Tan Scroll,Unknown (Taiwan),1986,Print showing blossom covered branches above a landscape with Chinese characters mounted to a tan scroll.,Prichard Gallery,,Prichard Gallery,print,"65"" x 19""",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,615,194799,194799.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194799.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194799_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194799_th.jpg
campusart411,Chinese Painting on Gold Scroll,Unknown (Taiwan),1986,Print of dark decorative grass with Chinese characters mounted on a gold scroll.,Prichard Gallery,,Prichard Gallery,print,"65"" x 19""",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,616,194800,194800.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194800.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194800_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194800_th.jpg
campusart412,Eskimo Girl,Shirley Caldwell,1988,Pencil drawing of an Inuit child on brown paper. Framed without a matte.,Prichard Gallery,,Prichard Gallery,pencil drawing,"9"" x 12"" brown wood frame",image;stillimage,image/jpg,30,Estate of Shirley Caldwell,good,617,194801,194801.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194801.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194801_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194801_th.jpg
campusart413,Max's Teddy Bear,Shirley Caldwell,1988,Crayon drawing of a bear wearing a hoodie on brown paper. Framed without using a mat.,Prichard Gallery,,Prichard Gallery,crayon drawing,"12.75"" x 10"" black frame",image;stillimage,image/jpg,30,Estate of Shirley Caldwell,good,618,194802,194802.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194802.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194802_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194802_th.jpg
campusart414,"Sunset, Puerto Vallarta, Mexico",Audrey Barr,,Painting showing the setting sun above ocean waves while two birds fly in the sky. The painting is mounted with a blue matte.,Prichard Gallery,,Prichard Gallery,watercolor,"12"" x 16"" gold frame",image;stillimage,image/jpg,100,Estate of Shirley Caldwell,good,619,194803,194803.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194803.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194803_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194803_th.jpg
campusart415,Crocheted Star Doily,Fern Osherow Mendelson,1941,"Crocheted 8 lobed pattern made from white textile mounted on a brown matte board. Purchased in Lincoln, Nebraska.",Prichard Gallery,,Prichard Gallery,fiber,"20.75"" x 16.75"" brown wood frame",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,620,194804,194804.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194804.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194804_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194804_th.jpg
campusart416,Crocheted Circle Doily,Fern Osherow Mendelson,1941,"Crocheted circular pattern made from white textile mounted to a brown matte board. Purchased in Lincoln, Nebraska.",Prichard Gallery,,Prichard Gallery,fiber,"20.75"" x 16.75"" brown wood frame",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,621,194805,194805.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194805.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194805_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194805_th.jpg
campusart417,Red Flowers,Carla Kappler,,Painting of red flowers and green plants. The painting has a grey matte and gold frame.,Prichard Gallery,,Prichard Gallery,watercolor,"18.25"" x 18.25"" gold frame",image;stillimage,image/jpg,100,Estate of Shirley Caldwell,good,622,194806,194806.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194806.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194806_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194806_th.jpg
campusart418,Batik Wall Hanging,Unknown (Thailand),,"Batik dyed cloth depicting a male and female figure playing drums. Labeled ""Made Thailand"" in the corner.",Prichard Gallery,,Prichard Gallery,batik,"21"" x 17"" black wood frame",image;stillimage,image/jpg,,Estate of Shirley Caldwell,good,623,194807,194807.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194807.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194807_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194807_th.jpg
campusart419,Gas Pump,Paula McGaffe,,Painting of a weather vane topped gas pump in from of a painted barn.,Prichard Gallery,,Prichard Gallery,watercolor,"28.5"" x 22.5"" silver frame",image;stillimage,image/jpg,100,Estate of Shirley Caldwell,good,624,194808,194808.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194808.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194808_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194808_th.jpg
campusart420,Untitled by Alfred C. Dunn [6],Alfred C. Dunn,,Painting of a river flowing over rocks and fallen trees in a pine forest. The painting has a cream matte and gold frame.,Law Building,rm 101,Law Building rm 101,watercolor,"24"" x 18"" w/o frame",image;stillimage,image/jpg,,,good,626,194837,194837.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194837.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194837_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194837_th.jpg
campusart421,Orator,Johann Elias Ridinger,,Etching of a toga clad man pointing to his left.,Prichard Gallery,,Prichard Gallery,"etching, monogrammed in the plate","7"" x 4.5""",image;stillimage,image/jpg,,,,628,194839,194839.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194839.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194839_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194839_th.jpg
campusart422,Native Porcupine,Jacques Hnizdovsky,1974,Woodcut print of a porcupine made from abstract geometric spines.,Prichard Gallery,,Prichard Gallery,woodcut,"13.25"" x 12.5"" w/o matte",image;stillimage,image/jpg,,,,629,194840,194840.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194840.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194840_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194840_th.jpg
campusart423,Waldo Peirce (Olympian Peirce),Rockwell Kent,1928,Lithograph of a large God-like central figure surrounded by four smaller women.,Prichard Gallery,,Prichard Gallery,lithograph,"16"" x 11.5"" w/o matte",image;stillimage,image/jpg,,,,630,194841,194841.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194841.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194841_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194841_th.jpg
campusart424,From: LE MANTEAU D'ARLEQUIN,Paul Gavarni,,Lithograph of two women in sitting on a bed writing in a journal.,Prichard Gallery,,Prichard Gallery,lithograph,"14.75"" x 10.5"" w/o matte",image;stillimage,image/jpg,,,,631,194842,194842.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194842.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194842_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194842_th.jpg
campusart425,In the Adirondacks,Henry Wolf,1905,Wood engraving of a forest view. The artist was influenced by the works of Alexander H. Wyant,Prichard Gallery,,Prichard Gallery,wood engraving,"13.75"" x 11.25""",image;stillimage,image/jpg,,,,632,194843,194843.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194843.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194843_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194843_th.jpg
campusart426,View on the Seine,Henry Wolf,1902,Wood engraving of a river embankment in the style of Homer Martin. Signed by Shirley Caldwell,Prichard Gallery,,Prichard Gallery,wood engraving,"9"" x 11"" w/o matte",image;stillimage,image/jpg,,,,633,194844,194844.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194844.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194844_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194844_th.jpg
campusart427,Walk by the Sea,Frank Eckmair,,"Woodcut print of a boardwalk with houses in background.  Signed by Shirley Caldwell and labeled ""217/250""",Prichard Gallery,,Prichard Gallery,woodcut,"17.5"" x 12"" w/o matte",image;stillimage,image/jpg,,,,634,194845,194845.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194845.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194845_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194845_th.jpg
campusart428,The Arrival,Joan Root,,Lithograph showing a woman leaning over a rail.,Prichard Gallery,,Prichard Gallery,lithograph,"18"" x 14"" with matte",image;stillimage,image/jpg,,,,635,194846,194846.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194846.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194846_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194846_th.jpg
campusart429,Autumn,Unknown,,Painting of a small boy in boat on still water while another small boy sits under autumnal trees.,Phinney Hall,rm 103,Phinney Hall rm 103,chromo lithograph,"21"" x 17"" gold frame",image;stillimage,image/jpg,,,,636,194847,194847.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194847.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194847_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194847_th.jpg
campusart430,Untitled by Ceramano,Ceramano,,Painting showing a herd of sheep in a barn. The frame is damaged and shows severe cracking.,Phinney Hall,rm 101,Phinney Hall rm 101,oil painting,"approx. 40"" x 60"" gold frame",image;stillimage,image/jpg,,,poor,637,194848,194848.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194848.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194848_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194848_th.jpg
campusart431,Untitled by Art 100 students dir by Jeanne Leffingwell,Art 100 students dir by Jeanne Leffingwell,2007,Mixed media collage using swatches of beads and mirrors together.,College of A and A Dean's Office,rm 202,College of A and A Dean's Office rm 202,mixed media,"81"" x 47""",image;stillimage,image/jpg,,Art 100 students dir by Jeanne Leffingwell,,638,194849,194849.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194849.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194849_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194849_th.jpg
campusart432,Big Sky Chief,Audrey Barr,1979,Portrait painting of a Native American chief wearing a headdress.,Student Union,Chiefs Room rm 205,Student Union Chiefs Room rm 205,oil on canvas,"38"" x 32.5"" blk wood carved frame",image;stillimage,image/jpg,,,good,644,194858,194858.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194858.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194858_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194858_th.jpg
campusart433,Untitled by Unknown [3],Unknown,,Painting showing a figure walking on a rural street with buildings in the background.,College of Education,Dean's Office rm 308,College of Education Dean's Office rm 308,watercolor,"24"" x 20"" framed",image;stillimage,image/jpg,,,fair,645,194867,194867.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194867.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194867_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194867_th.jpg
campusart434,Untitled by Unknown [4],Unknown,,Painting of an old house with bare trees.,College of Education,Dean's Office rm 308,College of Education Dean's Office rm 308,watercolor,"38"" x 26"" framed",image;stillimage,image/jpg,,,good,646,194868,194868.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194868.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194868_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194868_th.jpg
campusart435,Untitled by J.F. Weltzin,J.F. Weltzin,1975,Landscape painting of a waterfront with piers and buildings.,College of Education,Dean's Office rm 302,College of Education Dean's Office rm 302,oil on canvas,"34"" x 28"" framed",image;stillimage,image/jpg,,,good,647,194869,194869.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194869.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194869_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194869_th.jpg
campusart436,Untitled by Peck,Peck,,Landscape painting of a house and barns surrounded by farmlands at sunset.,College of Education,rm 302,College of Education rm 302,watercolor,"32"" x 26"" framed",image;stillimage,image/jpg,,,fair,648,194870,194870.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194870.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194870_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194870_th.jpg
campusart437,Lily pads,Joan Metcalf,,Painting of lily pads. The canvas has a thin wooden frame.,Admin,Provost - rm 005D,Admin Provost - rm 005D,acrylic on canvas,"41"" x 51""",image;stillimage,image/jpg,,,good,649,194880,194880.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194880.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194880_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194880_th.jpg
campusart438,Palouse Project (pair 1),Lara Swimmer and Robert Zimmer,2009,Photo collage made from outdoor scenery of the Palouse region.,Student Union,first floor north wall,Student Union first floor north wall,photo collage map,8' x 10' not framed,image;stillimage,image/jpg,"8,000",Lara Swimmer and Robert Zimmer,good,669,194959,194959.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194959.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194959_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194959_th.jpg
campusart439,Palouse Project (pair 2),Lara Swimmer and Robert Zimmer,2009,Photo collage made from buildings from towns on a map of the Palouse region.,Student Union,first floor north wall,Student Union first floor north wall,photo collage map,8' x 10' not framed,image;stillimage,image/jpg,"8,000",Lara Swimmer and Robert Zimmer,good,670,194960,194960.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/194960.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/194960_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/194960_th.jpg
campusart440,Lionel Hampton Statue,Denali Granholm,1997,Life-sized bronze statue of Lionel Hampton holding vibraphone mallets.,Student Union,Jazz Festival office,Student Union Jazz Festival office,sculpture,,image;stillimage,image/jpg,"40,000",Robert E. Kirby,good,672,195089,195089.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/195089.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/195089_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/195089_th.jpg
campusart441,Lionel Hampton Bust,Unknown,1995,Sculpted bust of Lionel Hampton on a roughly shaped white base.,Admin,Admin auditorium entrance,Admin Admin auditorium entrance,sculpture,,image;stillimage,image/jpg,"25,000",Unknown,good,673,195090,195090.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/195090.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/195090_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/195090_th.jpg
campusart442,Structural Steel Teaching Sculpture,American Institute of Steel Construction,1996,Sculpture made from brown I-beams.,Outdoor,behind Janssen Engr building,Outdoor behind Janssen Engr building,sculpture,,image;stillimage,image/jpg,"10,000",ID and WA Steel Fabrication companies,good,674,195091,195091.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/195091.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/195091_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/195091_th.jpg
campusart443,Untitled by Unknown [5],Unknown,,Sculpture of three pillars surrounded by cubes of white stone.,Outdoor,in front of Theophilus Tower,Outdoor in front of Theophilus Tower,sculpture,,image;stillimage,image/jpg,,Unknown,good,675,195092,195092.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/195092.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/195092_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/195092_th.jpg
campusart444,Second Growth,Bruce Sykes,2003,Sculpture resembling a living tree made from black painted plywood rising from a tree stump,Outdoor,Shattuck Arboretum-Rotted and fell apart per Charles (fall 2011),Outdoor Shattuck Arboretum-Rotted and fell apart per Charles (fall 2011),sculpture,,image;stillimage,image/jpg,,Bruce Sykes,poor,676,195093,195093.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/195093.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/195093_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/195093_th.jpg
campusart445,Musical Tree,Bruce Sykes,2005,Sculpture made from metal rising from a tree stump.,Outdoor,Shattuck Arboretum,Outdoor Shattuck Arboretum,sculpture,,image;stillimage,image/jpg,,Bruce Sykes,good,677,195094,195094.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/195094.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/195094_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/195094_th.jpg
campusart446,Climber,UI Sculpture Program,1998,Sculpture of a human form climbing a wall made from rebar.,Outdoor,North side of Student Rec Center,Outdoor North side of Student Rec Center,sculpture,,image;stillimage,image/jpg,,UI Sculpture Program,good,678,195095,195095.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/195095.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/195095_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/195095_th.jpg
campusart447,Untitled by George Roberts,George Roberts,,"Sculpture of shapes, angles, and forms made from steel.",Outdoor,Outside of Mines Building entrance,Outdoor Outside of Mines Building entrance,sculpture,,image;stillimage,image/jpg,,Unknown,good,679,195103,195103.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/195103.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/195103_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/195103_th.jpg
